               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 135,            0.049731,            0.030878,            0.007697,             0.93099,                   1,             0.97401,             0.51102,            0.031363,            0.019139,            0.001389,            0.005578,            0.005578,            0.005578
                 136,            0.045948,            0.032881,           0.0063256,             0.95953,                   1,             0.98574,             0.45238,            0.039142,             0.02166,           0.0013035,            0.005545,            0.005545,            0.005545
                 137,            0.049866,            0.033535,           0.0077026,             0.99673,                   1,               0.995,             0.50817,             0.02995,            0.019617,           0.0014119,            0.005512,            0.005512,            0.005512
                 138,            0.044021,            0.031396,            0.006403,             0.91262,                   1,             0.97622,             0.46002,            0.033679,            0.020284,            0.001252,            0.005479,            0.005479,            0.005479
                 139,            0.052502,            0.033395,           0.0084771,             0.94335,                   1,             0.98572,             0.50931,            0.036651,            0.020344,           0.0013458,            0.005446,            0.005446,            0.005446
                 140,            0.045996,            0.033031,           0.0090778,             0.90741,                   1,             0.96575,             0.44538,            0.032372,            0.019677,            0.001292,            0.005413,            0.005413,            0.005413
                 141,            0.051023,            0.031326,           0.0083195,             0.82324,                   1,             0.90775,             0.47945,             0.03766,            0.019325,            0.001353,             0.00538,             0.00538,             0.00538
                 142,            0.044654,             0.02714,           0.0063028,             0.99321,                   1,               0.995,             0.57508,             0.02915,            0.018631,           0.0012557,            0.005347,            0.005347,            0.005347
                 143,            0.047177,             0.03245,           0.0064507,             0.92469,             0.99265,             0.98514,              0.4218,            0.037636,            0.021357,           0.0012451,            0.005314,            0.005314,            0.005314
                 144,            0.045958,            0.028862,            0.009504,             0.98965,                   1,               0.995,              0.5812,            0.031965,            0.019173,           0.0012414,            0.005281,            0.005281,            0.005281
                 145,            0.046326,            0.032377,           0.0080442,             0.86515,                   1,             0.96758,             0.42828,            0.034777,            0.020849,           0.0013204,            0.005248,            0.005248,            0.005248
                 146,             0.04748,            0.034039,           0.0069075,             0.87376,             0.98705,              0.9487,             0.58644,            0.030153,            0.018467,           0.0012869,            0.005215,            0.005215,            0.005215
                 147,            0.047291,            0.033818,           0.0076127,             0.99307,                   1,               0.995,             0.39809,            0.033165,            0.019819,           0.0012889,            0.005182,            0.005182,            0.005182
                 148,            0.045032,            0.031297,           0.0071443,              0.9459,                   1,             0.96722,             0.52969,            0.031204,            0.019351,           0.0011722,            0.005149,            0.005149,            0.005149
                 149,            0.047305,            0.030143,           0.0071871,             0.97269,                   1,               0.995,             0.57773,             0.02906,            0.018923,           0.0012142,            0.005116,            0.005116,            0.005116
                 150,            0.042332,            0.028338,           0.0078671,             0.91022,                   1,             0.98718,             0.52735,              0.0322,            0.019772,           0.0010406,            0.005083,            0.005083,            0.005083
                 151,            0.048397,            0.028802,           0.0094359,             0.82861,             0.97304,             0.91489,             0.50012,            0.033925,            0.019489,           0.0011335,             0.00505,             0.00505,             0.00505
                 152,             0.04749,            0.030743,           0.0066206,             0.73455,              0.9675,             0.85568,             0.45328,            0.033914,            0.018479,           0.0010649,            0.005017,            0.005017,            0.005017
                 153,            0.043573,            0.032738,           0.0063509,             0.99489,                   1,               0.995,              0.4649,             0.03047,            0.018971,           0.0011066,            0.004984,            0.004984,            0.004984
                 154,            0.046135,            0.030611,           0.0067436,             0.92839,                   1,             0.99242,             0.54507,            0.033621,            0.019176,           0.0010162,            0.004951,            0.004951,            0.004951
                 155,            0.045558,            0.033827,           0.0070121,             0.99632,                   1,               0.995,             0.51552,            0.029787,            0.018354,           0.0011101,            0.004918,            0.004918,            0.004918
                 156,            0.040568,             0.03103,             0.01012,              0.9911,                   1,               0.995,             0.55003,             0.03092,            0.019381,           0.0010294,            0.004885,            0.004885,            0.004885
